val_roc_auc,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.5,7.914981842041016,True,False,,,1,03b48_00000,192d27afb0c146468bad16e8a078b086,2024-01-11_11-11-17,1704942677,7.914981842041016,33571,gpu004,172.16.20.153,7.914981842041016,0,1,0.0037589073181152344
0.5,2.9592387676239014,True,False,,,2,03b48_00000,192d27afb0c146468bad16e8a078b086,2024-01-11_11-11-20,1704942680,10.874220609664917,33571,gpu004,172.16.20.153,10.874220609664917,0,2,0.0037589073181152344
0.5,2.8529880046844482,True,False,,,3,03b48_00000,192d27afb0c146468bad16e8a078b086,2024-01-11_11-11-23,1704942683,13.727208614349365,33571,gpu004,172.16.20.153,13.727208614349365,0,3,0.0037589073181152344
0.5,2.9293529987335205,True,False,,,4,03b48_00000,192d27afb0c146468bad16e8a078b086,2024-01-11_11-11-26,1704942686,16.656561613082886,33571,gpu004,172.16.20.153,16.656561613082886,0,4,0.0037589073181152344
0.5,2.9543464183807373,True,False,,,5,03b48_00000,192d27afb0c146468bad16e8a078b086,2024-01-11_11-11-29,1704942689,19.610908031463623,33571,gpu004,172.16.20.153,19.610908031463623,0,5,0.0037589073181152344
0.5,3.0047354698181152,True,False,,,6,03b48_00000,192d27afb0c146468bad16e8a078b086,2024-01-11_11-11-32,1704942692,22.61564350128174,33571,gpu004,172.16.20.153,22.61564350128174,0,6,0.0037589073181152344
